96613 97536
196 183 195
25 153 63
83 104 107
84 58 210
170 150 47
80 247 249
95 111 169
68 236 210
75 146 105
173 28 211
96 76 141
76 204 138
199 19 159
90 34 148
61 66 175
15 255 219
176 23 178
83 26 20
21 234 26
194 94 120
141 176 182
230 134 194
184 176 204
176 246 106
89 132 116
56 220 32
43 84 56
182 135 139
3 78 234
192 8 67
39 104 197
198 7 13
238 90 200
204 232 86
152 214 78
102 30 242
112 11 242
249 207 22
32 89 163
49 170 147
85 86 3
190 5 85
148 1 5
83 58 28
91 70 198
224 67 122
124 178 171
14 149 13
182 120 189
253 58 253
149 164 65
58 50 184
140 158 156
3 11 237
80 226 102
190 191 199
119 254 205
183 206 108
82 205 44
26 156 181
8 242 235
50 13 47
244 152 154
224 95 82
64 104 73
93 72 1
195 203 43
52 80 66
24 98 107
122 113 63
255 195 78
81 237 124
248 117 138
157 111 91
30 46 229
5 102 206
65 76 18
45 157 91
72 146 201
50 31 85
197 36 37
102 74 89
218 197 66
77 50 7
76 79 23
216 57 3
229 115 146
225 237 44
15 179 242
231 33 27
174 157 105
10 78 222
63 74 242
74 44 246
47 23 112
253 140 142
125 162 8
142 121 254
146 8 192
125 144 129
96 93 89
147 156 50
187 108 106
101 117 77
245 176 190
12 27 163
189 146 239
35 14 94
56 229 67
1 241 247
97 160 199
56 95 117
158 219 170
78 12 232
164 13 221
187 32 38
141 131 232
36 209 196
56 36 14
214 64 88
224 99 165
133 149 237
0 133 176
70 93 198
102 21 190
202 36 88
150 165 7
221 79 130
98 199 196
30 60 15
199 75 207
1 156 111
10 187 124
2 16 177
20 20 183
44 3 196
10 198 95
202 200 239
49 238 226
107 244 142
1 210 26
28 253 15
135 158 103
226 20 45
0 94 13
118 64 107
180 60 208
69 188 212
16 251 206
167 146 241
7 179 157
94 120 11
171 207 165
82 235 162
7 68 191
140 138 46
63 20 15
113 181 21
235 3 31
64 102 237
177 152 62
206 80 244
33 86 23
128 54 204
214 60 149
137 142 123
202 123 246
102 86 163
249 119 46
151 54 254
58 1 127
159 215 29
90 210 86
63 131 98
123 75 104
239 254 59
172 108 13
157 164 161
200 18 221
170 196 209
148 118 137
33 60 73
20 226 252
58 86 5
46 182 178
15 226 251
131 155 88
158 148 213
138 5 166
255 160 238
237 239 121
231 147 143
41 211 52
92 117 107
97 232 89
186 29 89
130 160 99
231 213 81
158 97 230
211 46 169
130 131 234
51 37 145
153 139 132
127 120 204
5 166 183
41 66 176
251 103 138
31 222 97
96 197 107
131 250 74
162 80 195
170 250 221
217 180 218
83 143 140
30 112 237
41 152 7
43 216 141
123 58 183
52 72 59
59 59 123
5 170 65
53 163 162
93 43 212
144 150 41
138 58 104
138 107 54
69 194 83
112 18 213
208 168 166
221 165 241
78 135 71
52 76 150
99 171 83
95 86 102
13 76 179
201 149 89
193 12 253
154 251 186
202 179 142
50 115 94
222 42 229
233 1 39
2 181 66
5 29 184
160 117 127
252 76 122
230 30 46
235 1 208
97 245 245
87 179 150
219 13 38
35 63 224
114 195 162
209 128 241
250 119 240
253 45 121
148 140 153
24 243 20
143 162 199
97 211 0
127 19 30
41 190 29
156 172 218
72 111 43
94 174 42
218 136 63
86 4 203
63 240 134
79 198 233
82 108 63
165 238 51
233 125 243
229 89 61
142 121 246
166 1 26
124 237 35
167 122 58
220 50 212
42 171 130
65 78 32
145 205 170
97 13 89
54 169 219
22 97 197
144 14 137
149 246 155
132 145 142
238 26 65
8 137 136
196 204 197
254 74 116
77 34 154
80 161 140
141 224 149
72 145 94
207 87 39
50 76 45
100 123 219
52 116 141
160 72 19
109 147 58
18 87 255
77 216 57
3 188 222
53 20 50
50 35 121
80 245 12
206 42 221
176 130 202
180 1 88
172 214 166
234 65 183
121 33 108
91 9 190
8 220 25
213 95 232
31 77 180
65 198 97
187 59 108
33 28 65
165 242 243
80 182 10
83 121 27
245 190 100
1 19 174
200 204 23
16 244 147
137 196 74
159 69 30
190 240 250
104 91 184
172 94 190
221 51 176
153 123 186
131 49 96
64 240 225
143 26 132
149 189 111
191 80 215
187 149 166
122 77 240
66 122 200
43 98 92
166 152 86
219 176 252
4 102 135
14 103 160
31 251 11
224 62 229
147 175 2
95 52 76
88 243 55
43 134 156
122 113 162
76 240 122
24 103 29
84 39 70
154 65 101
182 151 57
55 118 84
101 90 188
167 165 93
177 121 11
36 240 73
94 103 11
167 152 48
6 186 105
97 218 187
177 44 244
120 9 153
179 210 59
3 237 63
198 155 106
72 91 228
104 12 98
53 22 188
118 58 25
29 229 115
9 9 49
180 245 238
145 164 219
77 113 62
49 60 237
82 95 229
90 5 66
5 190 77
171 109 83
118 222 133
8 159 20
196 0 62
249 57 16
152 46 5
69 74 200
223 92 195
207 142 73
199 192 115
177 237 12
252 111 34
151 50 18
37 57 44
93 8 64
153 199 181
236 59 249
103 242 102
82 45 250
133 102 106
33 150 123
87 120 169
10 128 131
100 68 67
186 130 139
84 11 79
244 60 86
46 204 213
240 19 16
208 33 10
243 47 166
174 92 203
47 178 101
207 226 92
221 59 214
5 199 98
153 154 217
108 171 30
254 213 1
38 212 236
131 91 47
85 141 252
148 135 114
89 191 79
244 89 30
76 206 245
83 112 42
186 181 133
43 75 208
166 101 221
224 193 96
186 90 28
24 191 100
205 128 221
88 65 250
155 69 182
224 146 110
192 255 240
201 200 23
246 128 136
92 122 116
144 248 102
181 197 134
55 11 220
153 126 112
227 51 99
148 185 78
29 88 145
87 123 83
115 173 94
80 187 39
60 206 152
139 159 127
142 24 164
201 245 253
125 72 119
223 239 74
150 87 213
81 36 114
155 149 200
47 195 128
128 4 100
48 26 90
166 248 185
12 71 223
86 236 25
31 61 63
129 167 140
60 250 154
183 144 144
206 7 220
102 78 22
53 48 216
84 164 185
96 133 164
95 139 65
167 146 53
115 145 88
236 219 59
204 114 140
241 155 62
110 245 133
252 189 250
226 9 136
169 26 248
51 31 44
15 245 109
40 202 91
23 181 87
195 150 140
25 226 214
250 38 63
184 98 201
181 145 185
0 245 170
9 254 1
190 238 170
179 126 28
31 52 16
215 42 133
140 121 207
249 126 239
197 185 103
60 245 63
60 245 255
219 229 196
180 49 191
230 157 185
27 172 115
62 189 254
165 96 93
211 213 18
41 186 91
28 65 84
192 154 58
215 69 123
156 141 90
3 100 83
39 73 131
26 6 186
92 106 6
148 74 218
106 108 24
153 40 168
135 232 107
6 204 158
18 19 15
163 46 181
236 117 136
162 246 166
24 230 47
91 143 97
146 207 206
71 138 206
109 158 120
58 53 195
48 138 166
229 124 70
114 137 152
140 0 4
180 142 234
4 118 18
127 8 117
241 66 227
191 152 105
61 83 138
94 18 168
219 66 49
37 182 101
190 166 217
207 176 254
20 187 84
111 206 22
200 51 128
4 129 247
55 92 197
91 22 39
50 115 210
37 53 73
52 71 148
88 155 54
229 18 119
203 20 92
207 149 225
13 188 86
95 114 236
134 119 205
32 207 99
209 174 143
51 40 255
89 75 237
18 116 227
50 247 90
134 124 85
59 147 66
230 119 191
113 245 40
145 235 231
150 229 3
175 192 106
2 87 218
36 166 126
201 234 158
213 169 233
15 161 72
31 18 60
168 225 51
148 128 85
244 171 188
249 72 21
249 26 24
125 10 94
193 32 118
59 148 80
247 125 85
242 252 196
189 1 40
3 248 9
209 3 40
172 129 222
224 33 121
132 169 176
41 57 128
55 185 21
86 168 132
131 143 136
151 194 132
114 55 103
1 146 88
217 199 43
38 212 11
17 128 231
245 48 120
245 34 3
212 184 35
29 144 57
252 164 90
90 166 209
21 76 141
113 86 25
18 103 234
27 10 39
78 131 61
61 53 211
232 196 6
100 59 240
92 225 220
132 132 202
99 92 2
242 220 229
12 2 72
160 13 244
27 163 36
152 192 23
163 18 16
187 144 90
223 95 39
187 112 106
85 84 251
85 63 154
46 46 185
212 169 22
208 158 129
195 65 102
189 255 255
242 220 39
177 217 78
173 49 5
246 150 14
55 175 252
11 131 195
141 158 207
117 10 114
89 121 201
229 46 119
52 138 180
139 72 169
33 200 23
186 1 176
70 238 180
190 143 166
237 220 65
249 52 237
187 51 101
68 244 80
47 43 246
133 150 94
94 184 114
141 222 3
238 221 188
53 9 104
80 80 24
184 138 12
66 80 105
83 3 35
133 195 170
27 134 47
218 147 170
30 13 222
67 75 12
190 55 35
120 237 126
74 69 152
168 22 57
222 85 18
114 85 186
125 221 134
34 201 192
108 107 28
48 249 133
210 156 146
247 249 64
142 90 211
179 186 219
88 90 215
189 177 242
27 213 190
10 172 12
145 134 40
225 241 30
32 228 216
220 153 60
245 162 137
34 43 162
96 100 16
228 124 227
111 195 179
21 198 112
206 132 201
110 8 76
221 20 147
161 158 14
19 71 89
220 33 24
147 82 201
130 128 23
12 6 140
38 95 186
214 79 42
200 176 183
74 237 33
83 144 251
99 113 64
87 101 48
147 123 73
4 53 117
231 51 199
103 73 90
94 5 45
232 2 26
134 161 48
3 251 28
89 50 103
70 97 172
87 221 32
140 143 246
229 126 133
120 238 68
228 159 240
53 11 121
149 185 140
108 249 206
173 174 45
134 234 204
181 135 113
36 9 137
164 106 23
220 155 39
191 223 159
53 86 138
176 69 36
229 1 89
230 142 118
74 76 56
45 67 124
38 242 68
141 180 201
160 13 207
104 127 124
119 186 93
207 68 93
137 238 223
37 167 54
132 151 46
247 135 111
235 246 203
26 124 237
76 60 214
7 151 44
192 100 77
115 86 155
164 81 134
51 229 56
150 40 239
79 156 109
179 240 4
100 182 42
15 103 146
63 78 67
116 39 43
184 160 12
96 250 233
204 125 51
57 123 102
255 15 222
211 238 252
240 207 5
37 96 58
61 196 18
71 3 167
154 254 182
175 196 187
45 83 15
173 46 27
44 88 248
37 132 20
186 162 176
139 25 90
254 63 174
36 243 1
134 111 196
123 160 189
219 168 115
34 88 86
101 201 141
171 85 111
129 157 18
230 111 120
225 148 68
93 251 241
36 189 12
12 229 225
182 7 146
102 12 151
233 185 23
133 222 159
84 47 22
176 52 7
109 215 155
19 112 212
98 108 228
186 214 191
61 113 54
207 39 53
56 240 1
21 132 142
93 117 56
164 130 140
98 70 234
231 137 23
196 228 37
211 115 56
34 199 13
106 98 84
220 85 56
111 225 170
237 36 76
107 62 15
5 113 220
225 39 232
235 225 127
206 131 104
17 119 50
100 147 12
120 214 241
7 74 84
199 184 144
135 234 195
168 174 224
160 224 26
98 26 255
176 225 209
189 106 255
184 70 214
18 151 187
149 164 138
176 221 245
128 175 248
119 188 180
195 81 88
176 48 222
189 7 196
43 45 17
25 124 58
156 94 199
75 104 210
55 30 170
76 170 64
138 182 52
151 165 141
154 217 139
99 216 18
66 94 156
34 193 182
200 61 118
58 243 105
193 204 233
3 118 224
39 58 95
1 96 147
184 77 250
99 177 244
146 88 240
188 116 241
12 128 35
1 19 172
215 48 5
195 250 122
86 218 170
174 112 26
59 240 47
65 178 55
99 34 74
207 81 32
243 217 50
183 206 198
179 244 178
224 116 247
171 194 137
120 117 218
252 64 5
238 72 171
1 148 224
45 67 184
166 201 89
26 116 155
8 205 151
80 197 186
78 169 58
27 79 252
199 0 67
179 255 205
70 202 39
186 104 85
186 82 46
248 231 244
17 109 17
85 253 2
78 252 212
24 233 197
233 165 225
95 134 179
103 206 102
223 100 233
59 218 241
221 41 236
220 168 73
108 42 159
39 73 143
232 69 132
248 1 150
179 1 55
3 128 127
48 234 40
248 98 153
253 38 153
215 229 121
117 92 216
145 233 85
101 199 190
225 46 165
14 150 103
105 201 252
91 135 51
16 231 36
100 195 253
155 198 121
35 252 155
139 241 136
117 197 151
55 188 232
84 50 44
41 0 89
84 176 131
189 23 27
91 39 47
248 27 144
165 78 230
167 90 21
248 78 130
185 29 29
36 155 56
222 155 144
190 15 24
96 56 99
29 72 197
65 3 121
149 67 117
150 111 185
243 58 44
36 80 112
57 187 53
57 25 233
156 10 225
205 85 75
187 184 132
217 99 179
33 132 173
246 118 146
253 114 165
58 205 72
32 42 43
80 47 2
56 147 110
215 170 209
75 177 74
252 140 12
119 187 199
91 162 232
233 128 208
19 176 86
27 252 49
40 49 28
82 54 211
29 81 55
88 94 59
210 39 112
118 36 64
155 56 61
180 90 13
162 40 218
85 205 87
128 195 168
141 96 223
22 44 198
133 107 43
177 100 238
146 83 128
94 255 146
177 106 36
138 34 56
70 9 210
223 192 18
22 236 126
91 21 225
131 206 75
177 99 12
6 70 201
229 236 252
242 225 116
35 49 186
104 128 105
224 105 204
150 244 107
52 68 77
52 215 22
118 226 75
65 174 98
25 14 102
249 61 91
199 191 167
27 41 31
188 209 157
89 213 25
101 0 190
32 118 125
57 39 253
138 121 3
215 183 167
160 23 232
97 121 132
212 54 34
24 136 43
191 130 227
57 138 165
24 204 80
23 46 69
245 163 131
121 235 199
69 49 191
55 248 168
141 88 243
16 134 197
226 13 113
206 69 56
40 244 240
157 22 111
137 61 192
168 14 141
57 191 76
245 172 6
104 83 213
131 90 117
136 114 109
162 41 193
193 18 51
147 201 113
178 190 206
96 200 76
105 244 43
254 13 53
165 196 123
161 147 70
75 166 103
94 106 43
39 156 150
8 235 193
228 137 98
68 59 239
78 208 215
239 3 196
198 49 236
177 110 210
6 224 5
226 100 202
24 231 169
158 5 88
145 190 128
35 104 66
18 40 145
115 149 188
0 81 185
39 192 14
131 38 111
145 201 105
189 244 183
22 241 7
76 69 100
202 222 129
3 246 146
77 209 117
229 157 99
230 38 89
98 26 249
222 13 154
213 124 180
30 135 249
62 23 173
12 164 38
60 227 115
163 251 158
78 23 5
209 106 194
75 6 17
22 16 57
31 57 107
90 136 135
200 206 208
14 103 239
145 17 220
135 249 134
141 89 73
152 56 152
87 37 106
110 13 64
8 119 232
176 202 67
121 112 187
215 231 45
187 44 108
203 253 175
212 224 137
192 1 56
187 51 105
79 194 210
150 218 34
216 165 62
50 119 200
23 159 83
196 179 232
5 115 149
223 154 68
242 46 18
182 55 208
225 224 129
147 112 236
35 157 157
152 36 228
55 180 190
180 131 166
224 45 186
233 173 195
136 137 251
188 143 168
213 181 226
253 250 30
138 80 91
185 5 255
161 31 193
125 164 59
166 205 245
205 137 11
85 232 186
227 60 116
119 24 83
173 118 255
250 162 95
1 195 183
80 29 245
35 87 99
10 115 251
122 49 5
180 27 204
142 110 147
243 149 11
69 240 245
222 38 193
95 48 63
154 213 190
47 96 48
57 166 46
156 197 235
212 23 122
87 83 245
230 216 98
95 138 111
236 207 88
178 144 149
60 75 32
85 144 119
34 135 165
135 82 246
65 98 30
66 28 2
40 94 98
242 200 18
52 215 136
121 39 228
166 132 195
100 149 118
5 52 124
103 221 69
181 193 177
31 80 198
216 89 141
7 32 34
102 238 73
187 3 54
136 251 67
109 5 202
58 121 93
166 173 16
32 33 152
62 84 96
168 227 240
157 194 50
98 167 122
52 10 93
157 67 188
55 167 143
66 189 77
156 216 13
245 194 174
89 57 172
106 103 104
218 163 15
5 31 103
193 70 35
182 252 150
226 4 216
19 43 187
125 16 33
183 170 149
190 200 47
218 75 51
115 208 234
50 238 152
12 111 176
9 251 141
217 46 81
159 31 198
127 175 75
195 72 57
188 203 67
173 226 186
92 240 196
30 83 219
123 186 59
187 180 3
253 207 50
166 211 206
74 0 205
94 102 164
79 158 131
217 145 157
178 26 30
224 154 148
85 224 244
171 235 138
14 117 103
189 73 61
165 207 155
1 84 9
14 245 120
38 63 254
232 216 224
56 209 67
54 113 49
128 155 171
93 28 253
158 123 150
94 51 9
228 82 10
84 238 132
245 2 18
49 123 137
159 171 86
181 90 215
245 38 252
175 251 207
177 194 190
120 154 175
201 61 76
173 90 14
79 6 228
45 161 152
143 179 48
83 179 10
99 189 97
116 146 113
218 131 137
155 21 159
10 126 61
132 71 238
49 192 108
214 3 57
19 180 122
166 205 24
144 17 160
41 243 91
132 31 136
184 229 202
228 47 36
10 209 27
22 84 208
173 131 52
145 103 168
197 124 162
182 58 43
9 80 89
237 28 17
251 69 174
4 142 106
104 42 147
197 68 248
32 117 18
214 94 206
246 161 12
213 232 41
250 198 50
180 143 143
246 121 68
82 166 38
39 231 138
91 89 87
61 45 144
98 48 164
150 250 38
61 200 198
182 104 151
160 205 11
10 23 41
253 59 238
223 140 214
155 213 248
157 201 73
245 230 214
72 45 27
86 56 188
57 142 78
178 82 249
25 149 11
199 245 220
30 89 153
117 217 199
138 63 158
90 165 145
97 18 153
177 45 33
106 94 159
109 240 71
105 18 86
146 209 222
155 86 47
212 20 33
114 169 232
114 156 74
147 64 65
84 99 113
13 155 254
100 59 164
218 104 30
42 196 66
156 156 90
171 173 157
145 208 225
132 47 208
215 218 81
66 199 222
231 172 249
4 51 13
76 113 78
84 176 129
163 230 172
66 114 28
217 246 78
194 100 149
160 154 144
72 34 215
50 239 100
162 51 156
74 153 18
22 139 75
95 87 52
189 65 15
36 232 241
30 141 56
61 29 121
14 6 214
67 64 194
200 26 148
250 164 129
72 205 210
210 141 108
237 182 7
156 67 174
79 55 86
142 113 171
93 252 110
121 196 246
187 183 167
73 193 143
91 26 91
190 230 97
91 22 130
105 4 252
30 82 145
234 221 143
173 238 148
105 250 42
80 121 138
82 206 50
105 49 2
85 17 36
145 122 243
157 86 142
245 161 224
79 239 75
242 210 45
71 3 254
240 87 188
15 237 210
124 19 204
32 215 112
170 63 19
92 151 65
169 100 25
204 202 230
168 152 216
150 48 244
232 253 146
66 71 245
34 119 242
46 42 156
28 173 102
79 172 72
135 67 188
43 176 187
27 85 252
19 204 27
246 55 133
165 31 42
49 109 107
129 110 195
196 229 16
75 134 149
156 124 1
225 206 35
251 176 19
222 43 251
16 162 191
80 25 54
215 80 187
181 7 49
50 16 217
60 243 138
73 80 36
58 71 93
31 140 56
234 243 192
118 144 227
106 203 125
229 240 250
242 35 16
54 197 125
87 169 224
6 170 239
192 131 193
152 247 239
167 169 170
250 60 28
19 133 179
91 0 39
20 201 82
171 187 57
128 144 215
117 17 136
236 184 37
249 81 52
237 127 179
142 47 104
144 93 195
54 189 174
24 33 225
131 175 146
248 79 159
170 208 123
16 185 143
229 192 199
43 92 129
14 240 37
184 125 254
121 224 55
201 4 5
18 151 104
74 25 5
184 99 10
131 253 28
217 211 181
208 43 142
79 242 220
159 176 136
122 197 177
170 199 22
158 8 58
119 184 98
127 36 180
13 243 47
59 117 41
248 104 149
103 186 77
128 41 255
110 220 157
38 67 98
38 228 187
96 218 191
180 54 4
149 132 220
162 20 115
91 231 63
62 79 186
239 150 108
54 80 159
246 40 96
114 71 148
115 155 77
49 177 155
9 232 150
103 17 89
114 231 14
85 231 120
63 101 110
106 245 66
210 131 21
91 178 123
153 82 4
126 15 127
141 173 24
107 105 157
234 87 137
214 207 179
48 85 164
167 118 10
91 141 197
91 121 116
95 159 152
159 213 164
230 4 145
42 165 206
77 102 169
220 154 128
221 63 91
21 190 192
71 181 222
87 106 102
98 181 164
31 133 187
40 78 19
1 255 83
239 80 131
3 141 40
228 37 120
59 166 248
205 240 33
172 191 225
0 228 17
93 195 58
159 231 61
187 213 181
22 103 54
49 73 178
214 124 167
6 225 230
83 63 18
119 69 45
60 106 199
22 197 172
251 49 38
97 82 43
108 96 22
166 186 178
225 181 197
23 36 98
86 128 162
41 204 150
242 122 151
50 0 58
190 227 140
66 90 107
169 223 25
66 63 81
188 18 138
76 153 57
154 121 25
74 209 246
59 140 104
210 16 121
234 146 61
65 182 175
124 68 129
22 27 156
210 166 123
145 133 181
146 34 73
140 106 131
34 230 159
153 231 117
229 128 197
93 128 6
186 183 203
45 26 16
178 172 14
231 55 111
16 50 240
19 113 218
135 107 212
58 57 254
176 164 88
134 209 220
201 114 215
155 135 101
181 13 30
181 51 83
48 236 109
2 244 75
83 163 178
66 39 49
72 249 1
158 168 203
78 78 88
197 77 153
240 43 145
77 159 244
130 43 167
73 219 102
221 10 45
39 42 73
91 11 12
204 29 163
21 143 125
242 107 64
92 243 71
194 238 17
118 170 58
173 219 197
155 156 235
144 65 166
47 190 177
8 198 182
65 243 224
19 157 11
68 34 69
232 203 103
12 152 226
24 154 27
12 160 235
230 94 30
207 97 2
228 104 105
180 248 174
206 72 150
238 214 34
171 71 185
188 92 44
34 35 125
229 180 123
27 13 131
119 243 21
151 225 248
192 109 24
209 165 117
141 88 177
149 69 28
162 164 90
224 141 240
122 26 88
185 102 117
64 179 116
79 85 136
14 59 249
84 49 129
101 39 239
153 36 135
237 180 150
235 230 51
111 65 38
45 53 104
15 238 197
183 152 114
206 117 200
238 84 94
64 72 47
37 175 154
137 236 91
179 100 205
159 149 18
85 103 248
187 3 181
198 218 206
32 157 192
156 80 80
16 204 131
102 65 173
11 154 32
4 206 89
75 138 197
71 182 108
125 186 42
202 153 61
193 56 77
15 108 63
229 162 109
221 60 28
221 1 69
217 39 16
134 230 139
99 152 136
156 198 169
180 195 251
249 148 185
53 96 8
17 158 199
34 172 209
170 169 66
96 157 151
224 79 196
155 100 151
89 152 3
164 41 36
196 216 23
10 3 6
152 200 239
247 54 18
11 232 14
77 177 10
81 21 138
1 198 183
23 102 70
183 44 69
63 76 111
160 50 223
221 233 54
144 70 140
114 177 204
99 166 73
104 64 163
146 101 103
206 123 227
16 162 38
85 233 43
107 3 147
139 84 137
33 120 159
86 156 188
63 46 129
180 219 169
64 210 78
178 191 27
37 8 214
170 36 192
209 43 193
193 241 97
167 70 235
160 53 96
103 83 253
114 130 119
69 179 77
30 137 175
75 238 247
199 247 160
241 172 60
129 143 232
251 243 26
85 136 237
146 163 45
119 42 215
166 48 198
198 164 200
132 158 74
134 48 94
179 194 206
89 106 108
20 184 240
132 237 244
57 159 247
96 47 105
6 157 46
29 159 35
134 15 126
191 253 35
16 15 74
82 249 8
155 44 144
113 16 81
94 101 61
247 163 213
172 104 209
4 89 128
15 9 52
51 183 80
163 5 216
25 253 144
180 248 16
2 67 83
155 156 175
231 213 52
214 68 228
179 203 76
103 152 86
184 237 116
111 147 124
108 198 189
11 186 62
105 7 44
110 159 210
164 31 187
63 150 209
236 24 141
53 182 152
166 180 112
241 19 231
199 200 153
28 57 180
18 216 155
194 236 80
148 244 169
238 31 189
93 210 13
135 51 78
129 45 232
105 114 129
78 93 44
199 203 26
207 56 215
193 207 129
130 41 114
65 235 93
85 142 202
27 232 113
231 87 237
101 160 182
253 220 103
20 3 186
66 254 190
216 74 57
68 130 44
57 122 249
171 170 156
242 28 235
187 22 232
142 58 128
13 218 81
66 158 73
138 224 63
10 71 211
169 128 58
7 44 193
234 93 40
23 53 42
147 131 200
182 118 53
169 190 112
21 174 243
49 62 3
121 0 125
